Unnamed: 0.1,Unnamed: 0,Team,Player,Pageviews,G,Min,Start,Sub,Gls,Ast,NPG,PK,Sh,SoT,SoT%,ShDist,FK,PaCmp,PaCmp%,KP,Crs,PrgP,Car,TotDist,PrgC,Mis,Dis,TOnAtt,TOnSucc,TOnSucc%,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Blck,Int,Clr,Err,DuelW,DuelW%,CrdY,CrdR,Fls,Fld,Off,OG,Recov,GA,Sv,Sv%,CS,CS%,Pos,BdOr,GBoot,GGlove,POTY,TOTY,WC,Euro,UCL,Prem,obscurity_score,obscurity_score_normalized,obscurity_score_scaled
41,25,Aston Villa,Leon Bailey,310681.0,105,5786,68,37,16,17,16,0,147,45,30.6,17.4,9,1295,68.4,105,25,164,1767,13015,269,161,140,306,129,42.2,49,27,20,21,8,2,19,30,0,53,36.1,14,0,77,76,27,0,266,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,45.28,50.66555627030184,22.64
42,293,Aston Villa,Jacob Ramsey,133115.0,122,7537,84,38,14,11,14,0,110,33,30.0,17.0,0,2374,83.4,90,9,321,2418,16901,261,173,119,183,93,50.8,178,104,73,78,27,26,61,80,0,48,36.4,14,0,94,126,7,1,396,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,43.88,49.33064856769927,21.94
43,190,Aston Villa,Boubacar Kamara,120399.0,24,1008,7,17,3,0,2,1,23,10,43.5,19.8,0,256,68.3,16,2,12,294,2026,35,36,21,29,16,55.2,10,6,2,6,2,0,2,6,0,23,51.1,3,1,33,7,7,0,47,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,65.9,65.4952400476852,32.95
44,169,Bournemouth,Dean Huijsen,398688.0,17,1154,12,5,2,0,2,0,10,2,20.0,8.3,0,596,84.4,11,0,58,481,2856,21,5,0,2,1,50.0,21,17,9,11,1,19,27,75,2,34,57.6,4,0,12,3,1,0,59,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,52.69,62.65292397234498,26.34
45,195,Bournemouth,Milos Kerkez,242832.0,51,3967,45,6,2,4,2,0,29,8,27.6,20.0,0,1370,75.4,34,24,144,1120,6580,100,58,21,52,24,46.2,79,44,46,27,6,19,45,123,2,31,33.7,7,1,45,45,1,1,195,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,54.62,63.56701106004101,27.31
46,74,Bournemouth,Lewis Cook,80667.0,158,11102,121,37,1,11,1,0,64,12,18.8,25.8,3,4376,77.5,148,23,621,3537,18443,137,147,115,188,119,63.3,259,158,119,123,17,46,183,166,5,103,48.4,27,1,164,69,5,0,845,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,42.1,48.329511256073495,21.05
47,330,Bournemouth,Marcos Senesi,72679.0,73,5650,66,7,6,5,6,0,23,6,26.1,10.7,0,2509,78.5,32,15,238,2271,11459,51,39,20,41,24,58.5,138,88,77,55,6,49,89,297,3,83,49.7,24,0,87,31,0,0,394,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,57.79,64.20794481439071,28.9
48,50,Bournemouth,David Brooks,190667.0,74,3729,46,28,11,6,11,0,83,37,44.6,17.1,2,1035,70.6,57,14,156,1317,7660,102,93,59,128,50,39.1,54,36,16,26,12,10,34,42,1,13,19.1,9,0,34,63,3,0,181,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,54.23,63.469381491469775,27.12
49,326,Bournemouth,Alex Scott,104820.0,31,1277,13,18,1,1,1,0,18,4,22.2,23.0,2,477,78.7,27,2,82,442,2794,29,22,14,50,15,30.0,40,22,16,14,10,5,18,23,2,15,35.7,3,0,22,38,1,0,87,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,67.28,65.67400131755778,33.64
50,114,Bournemouth,Evanilson,288802.0,19,1370,17,2,5,0,5,0,42,20,47.6,13.5,0,133,67.9,16,0,13,206,1087,19,28,18,19,6,31.6,9,4,2,4,3,1,0,11,0,26,36.1,0,0,23,34,11,0,43,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,60.15,64.63282055818104,30.08
51,68,Bournemouth,Ryan Christie,132218.0,91,6415,77,14,2,8,2,0,98,30,30.6,18.0,0,2156,77.9,114,11,349,2061,12124,126,144,100,223,105,47.1,162,93,60,77,25,24,101,117,4,50,37.6,16,0,121,108,7,0,506,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,50.7,61.17715043300291,25.35
52,280,Bournemouth,Dango Ouattara,59819.0,69,3621,38,31,8,9,8,0,92,25,27.2,14.0,0,801,63.7,54,18,83,943,6879,132,95,46,166,74,44.6,100,65,52,26,22,12,42,98,1,92,46.9,5,0,30,40,21,0,181,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,63.76,65.11592319769105,31.88
53,1,Bournemouth,Tyler Adams,285038.0,40,3053,33,7,0,3,0,0,9,1,11.1,21.7,0,1461,82.9,33,0,176,1091,4555,28,42,25,30,9,30.0,134,78,59,61,14,11,62,54,0,40,61.5,10,1,55,32,1,0,245,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,51.74,62.128502307462824,25.87
54,20,Bournemouth,Kepa Arrizabalaga,755220.0,125,11160,124,1,0,0,0,0,0,0,0.0,0.0,0,3462,82.5,1,0,2,2540,11564,0,5,1,2,2,100.0,5,4,5,0,0,0,2,38,11,27,93.1,6,0,0,21,0,0,173,148,308,68.6,40,32.3,GK,0,0,0,0,0,0,0,2,0,31.78,24.566574576072092,15.89
55,340,Bournemouth,Adam Smith,64870.0,226,17514,198,28,5,13,5,0,58,16,20.7,20.4,0,4635,78.1,79,48,484,3596,20845,277,128,57,199,87,43.7,245,220,141,80,24,47,199,385,4,130,45.5,50,1,210,250,7,1,557,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,43.78,49.27421580673889,21.89
56,354,Bournemouth,Marcus Tavernier,157838.0,69,5012,57,12,9,13,9,0,124,40,32.3,19.2,9,1538,71.3,94,19,214,1666,11393,174,121,114,238,104,43.7,117,74,53,46,18,7,17,54,0,39,31.0,6,0,54,63,10,0,330,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,51.93,62.1584250686782,25.96
57,339,Bournemouth,Luis Sinisterra,139836.0,47,1774,21,26,8,3,8,0,67,25,37.3,15.2,0,553,78.9,38,4,80,621,4389,95,44,35,107,55,51.4,49,27,18,21,10,1,16,11,0,35,44.3,3,1,28,20,10,0,126,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,62.65,64.99670468583936,31.32
58,200,Bournemouth,Justin Kluivert,441321.0,54,3356,44,10,18,5,12,6,96,38,39.6,18.8,3,590,69.7,46,5,108,773,5295,111,84,45,113,40,35.4,43,22,8,20,15,1,19,29,1,18,32.1,11,0,82,44,10,0,141,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,49.39,58.759814788704865,24.7
59,177,Bournemouth,Daniel Jebbison,100334.0,10,353,3,7,1,0,1,0,6,3,50.0,11.9,0,38,67.9,4,0,2,58,278,4,12,7,7,4,57.1,6,2,1,3,2,2,2,1,0,7,22.6,1,0,7,6,1,0,19,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,69.24,65.82400382446782,34.62
60,18,Bournemouth,Julián Araujo,247123.0,8,355,5,3,0,0,0,0,0,0,0.0,0.0,0,131,78.9,0,0,14,84,290,2,4,2,0,0,0.0,7,3,3,4,0,0,4,13,0,2,25.0,1,0,4,1,0,0,24,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,56.02,63.96758535501206,28.01
61,164,Bournemouth,James Hill,35949.0,10,255,4,6,0,1,0,0,1,0,0.0,26.1,0,83,61.5,2,0,14,71,181,0,3,1,3,1,33.3,6,4,2,3,1,2,7,17,0,7,58.3,0,0,5,4,0,0,12,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,75.06,66.12240963656242,37.53
62,329,Bournemouth,Antoine Semenyo,291843.0,66,4289,49,17,16,5,16,0,158,57,36.1,17.2,0,970,71.0,58,12,133,1282,10366,181,124,104,209,100,47.8,57,36,18,25,14,8,13,47,0,101,42.6,11,0,92,57,11,0,231,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,56.32,64.0104422752623,28.16
63,371,Bournemouth,Enes Ünal,184122.0,33,673,4,29,4,3,4,0,43,15,34.9,13.5,5,118,67.8,9,0,19,179,588,8,32,23,23,3,13.0,7,4,2,3,2,2,1,12,0,32,49.2,3,0,16,18,7,0,26,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,63.19,65.06546568986634,31.6
64,398,Bournemouth,Illya Zabarnyi,82404.0,65,5699,63,2,1,0,1,0,15,2,13.3,8.3,0,2544,81.8,16,0,204,2290,13469,42,28,7,22,14,63.6,100,58,52,46,2,53,59,274,6,129,59.4,8,0,36,30,0,0,280,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,58.33,64.3393437787987,29.16
65,40,Bournemouth,Owen Bevan,17521.0,1,9,0,1,0,0,0,0,0,0,0.0,0.0,0,2,66.7,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,80.82,66.37163127087517,40.41
66,335,Bournemouth,Zain Silcott-Duberry,6246.0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0,1,50.0,0,0,0,1,6,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,78.23,66.31446503493365,39.12
67,392,Bournemouth,Ben Winterburn,332.0,2,10,0,2,0,0,0,0,0,0,0.0,0.0,0,1,50.0,0,0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,100.0,66.87827677773691,50.0
68,313,Bournemouth,Dominic Sadi,9000.0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,1,6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,92.12,66.84692668642205,46.06
69,298,Bournemouth,Remy Rees-Dottin,0.0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,78.8,66.34027562773781,39.4
70,375,Brighton & Hove Albion,Bart Verbruggen,265398.0,42,3780,42,0,0,0,0,0,0,0,0.0,0.0,0,1391,83.5,0,0,5,1235,4594,0,2,0,3,3,100.0,1,1,1,0,0,0,0,24,6,14,93.3,6,0,1,3,0,0,76,58,117,71.3,8,19.0,GK,0,0,0,0,0,0,0,0,0,55.21,63.66710759638513,27.6
71,210,Brighton & Hove Albion,Tariq Lamptey,135067.0,98,4863,52,46,3,9,3,0,42,8,19.0,18.7,0,1948,78.4,55,40,129,1909,12464,223,124,41,177,77,43.5,101,68,52,37,12,12,73,71,2,22,24.4,14,1,82,132,7,0,275,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,56.63,64.03746508012148,28.32
72,383,Brighton & Hove Albion,Adam Webster,52925.0,130,9992,115,15,6,1,6,0,76,19,25.0,12.5,0,6718,84.5,28,1,580,5512,31813,126,71,19,59,45,76.3,124,67,73,40,11,93,146,372,13,339,66.2,17,0,74,47,3,3,625,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,46.06,51.011577496959674,23.03
73,104,Brighton & Hove Albion,Lewis Dunk,253593.0,259,22885,257,2,16,6,16,0,194,60,30.9,12.8,17,15306,88.1,77,4,805,11794,58488,167,101,33,50,34,68.0,258,145,170,81,7,255,306,997,14,658,64.5,45,5,154,121,7,6,1614,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,42.85,48.727179408352605,21.42
74,247,Brighton & Hove Albion,James Milner,851805.0,637,40187,433,204,55,89,38,17,124,218,28.2,21.8,2,5865,81.8,156,37,776,4834,19294,178,114,74,95,60,63.2,222,209,77,115,30,25,143,139,3,111,49.3,78,3,564,130,6,0,588,0,0,0.0,0,0.0,DF,0,0,0,0,1,0,0,1,3,30.76,23.316248278217685,15.38
75,230,Brighton & Hove Albion,Solly March,92066.0,184,12169,133,51,14,18,14,0,223,77,34.5,18.7,10,3958,70.0,208,68,482,4150,27454,443,211,209,428,247,57.7,290,164,139,85,66,22,135,202,2,117,35.5,11,0,183,157,48,0,709,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,42.64,48.576410552763754,21.32
76,145,Brighton & Hove Albion,Brajan Gruda,137099.0,11,367,5,6,0,0,0,0,3,2,66.7,18.6,2,101,72.7,10,1,13,115,808,14,6,16,17,6,35.3,9,4,2,5,2,0,2,3,0,2,40.0,0,0,3,6,1,0,15,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,66.92,65.6200902962413,33.46
77,180,Brighton & Hove Albion,João Pedro,352491.0,79,5009,49,30,17,9,12,5,147,48,32.7,15.4,1,1379,74.6,73,10,220,1734,11384,187,193,148,268,129,48.1,61,34,20,26,15,5,32,53,0,123,46.8,6,0,46,122,17,0,179,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,53.55,63.115747468875774,26.78
78,4,Brighton & Hove Albion,Simon Adingra,311853.0,46,2775,31,15,8,2,8,0,65,26,40.0,15.7,0,778,75.4,40,13,58,963,6336,131,73,34,152,62,40.8,58,26,29,16,13,1,25,25,0,11,45.8,3,0,38,19,17,0,148,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,56.74,64.08921954685981,28.37
79,311,Brighton & Hove Albion,Georginio Rutter,250027.0,33,1450,14,19,4,3,4,0,44,8,18.2,15.2,0,203,62.8,16,1,56,339,2256,40,47,37,70,24,34.3,35,18,14,13,8,2,10,13,1,31,43.1,2,0,30,39,7,0,57,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,60.5,64.65955949743577,30.25
80,249,Brighton & Hove Albion,Yankuba Minteh,370641.0,18,750,7,11,3,2,3,0,14,4,28.6,15.3,0,135,59.5,13,3,18,195,1576,39,20,6,51,23,45.1,14,9,6,2,6,0,5,8,0,8,33.3,5,0,11,4,2,0,33,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,57.68,64.16182578252713,28.84
81,384,Brighton & Hove Albion,Danny Welbeck,816919.0,350,19842,217,133,73,30,73,0,296,247,40.5,13.8,9,1949,80.8,125,0,216,2229,11467,168,291,146,199,91,45.7,127,71,31,60,36,7,54,99,1,186,45.0,18,0,204,127,33,0,242,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,1,1,30.32,22.69253764053615,15.16
82,26,Brighton & Hove Albion,Carlos Baleba,149448.0,47,2845,33,14,2,1,2,0,49,12,24.5,25.1,0,1322,90.3,22,1,126,1082,5918,46,39,39,59,31,52.5,89,46,32,42,15,12,49,45,3,47,67.1,14,1,66,56,0,0,209,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,56.94,64.09249596273838,28.47
83,251,Brighton & Hove Albion,Kaoru Mitoma,329575.0,75,5649,59,16,15,12,15,0,125,52,41.6,13.6,0,1827,78.3,98,12,220,2109,16586,373,136,66,316,136,43.0,87,52,27,35,25,3,33,26,0,46,48.4,4,0,71,65,17,0,250,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,55.31,63.670209565306955,27.66
84,347,Brighton & Hove Albion,Jason Steele,125410.0,35,3150,35,0,0,1,0,0,0,0,0.0,0.0,0,1183,86.7,1,0,0,977,4046,0,0,0,1,1,100.0,0,0,0,0,0,0,0,15,2,4,80.0,1,0,1,3,0,1,56,60,84,60.0,9,25.7,GK,0,0,0,0,0,0,0,0,0,60.99,64.75019264921539,30.5
85,188,Brighton & Hove Albion,Ferdi Kadıoğlu,315131.0,6,385,5,1,1,0,1,0,4,1,25.0,15.1,0,144,82.3,5,4,15,124,479,1,6,2,7,3,42.9,10,6,4,5,1,2,8,17,0,3,75.0,1,0,5,3,1,0,14,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,53.84,63.26600307683794,26.92
86,139,Brighton & Hove Albion,Diego Gómez,101776.0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0,1,50.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,77.2,66.22581400918924,38.6
87,23,Brighton & Hove Albion,Yasin Ayari,118858.0,23,1334,15,8,0,0,0,0,17,5,29.4,20.4,1,517,80.5,21,1,47,431,2118,19,28,18,36,14,38.9,42,23,12,23,7,5,13,16,0,7,31.8,3,0,26,21,3,0,87,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,66.06,65.4979385982581,33.03
88,388,Brighton & Hove Albion,Mats Wieffer,133719.0,13,471,4,9,1,1,1,0,5,2,40.0,11.0,0,288,86.2,5,0,34,237,1035,5,7,7,9,4,44.4,20,11,4,13,3,1,7,11,2,16,64.0,2,0,14,5,0,0,41,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,67.84,65.71684619030253,33.92
89,159,Brighton & Hove Albion,Jan Paul van Hecke,113126.0,57,4454,49,8,0,1,0,0,27,8,29.6,13.3,0,3771,91.2,22,5,322,3224,18154,62,26,7,17,8,47.1,83,51,45,33,5,47,53,162,6,120,58.8,10,0,36,32,0,0,232,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,59.0,64.52840464953925,29.5
90,113,Brighton & Hove Albion,Pervis Estupiñán,119290.0,72,5335,61,11,3,9,3,0,54,14,25.9,20.8,2,3197,82.9,96,47,311,2596,12205,177,79,55,86,38,44.2,126,71,68,43,15,14,76,94,1,72,54.5,11,0,88,55,19,1,373,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,57.15,64.10656495862736,28.58
91,274,Brighton & Hove Albion,Matt O'Riley,630295.0,10,423,5,5,1,1,1,0,13,3,23.1,16.7,0,140,79.1,10,0,17,104,434,8,7,1,5,2,40.0,8,7,1,6,1,1,10,4,0,3,75.0,1,0,6,4,0,1,17,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,49.3,58.51168498288602,24.65
92,373,Brighton & Hove Albion,Joël Veltman,74705.0,137,10394,117,20,4,4,4,0,51,14,27.5,17.1,0,5263,79.4,59,29,568,4086,18812,157,102,41,114,44,38.6,296,181,180,90,26,43,131,319,1,171,58.0,23,0,139,195,1,0,583,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,45.18,50.618739801999176,22.59
93,165,Brighton & Hove Albion,Jack Hinshelwood,108689.0,24,1727,18,6,4,0,4,0,21,11,52.4,11.2,0,844,83.3,15,1,53,610,2771,26,20,3,11,1,9.1,27,14,12,10,5,4,18,32,1,12,44.4,3,0,19,5,1,0,63,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,66.74,65.61264735542333,33.37
94,363,Burnley,James Trafford,241236.0,28,2520,28,0,0,0,0,0,0,0,0.0,0.0,0,1009,65.5,0,0,6,1009,4620,0,1,0,2,2,100.0,2,1,2,0,0,0,1,18,1,14,82.4,2,0,0,5,0,0,40,62,106,65.7,2,7.1,GK,0,0,0,0,0,0,0,0,0,55.11,63.60587692216439,27.56
95,394,Burnley,Joe Worrall,124800.0,37,2663,26,11,1,0,1,0,9,2,22.2,11.9,0,1029,77.9,7,0,75,789,3358,5,6,4,4,3,75.0,60,30,45,13,2,27,29,143,2,67,60.9,6,1,30,6,0,0,141,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,61.23,64.78607934347407,30.62
96,112,Burnley,Maxime Estève,45653.0,16,1309,15,1,0,0,0,0,7,0,0.0,19.1,0,690,84.0,1,0,40,514,2716,15,5,3,3,1,33.3,27,10,15,12,0,10,27,56,0,26,54.2,6,0,25,16,0,0,62,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,71.35,65.90786648624655,35.67
97,106,Burnley,CJ Egan-Riley,36770.0,1,4,0,1,0,0,0,0,0,0,0.0,0.0,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,76.28,66.20626371100207,38.14
98,322,Burnley,Jeremy Sarmiento,239392.0,15,233,2,13,0,1,0,0,5,2,40.0,20.5,0,73,78.5,2,1,12,93,642,9,11,8,15,7,46.7,7,4,4,1,2,0,1,0,0,1,14.3,1,0,4,6,0,0,8,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,63.33,65.08356403982003,31.66
99,52,Burnley,Josh Brownhill,116088.0,111,8825,96,15,6,6,6,0,97,27,27.8,22.3,12,2943,76.7,95,5,299,2030,8230,61,102,51,72,44,61.1,193,107,62,106,25,35,185,139,2,162,54.4,18,1,119,85,4,0,560,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,41.56,48.07207054677911,20.78
100,16,Burnley,Jaidon Anthony,85692.0,33,1409,13,20,3,1,3,0,24,14,58.3,19.7,2,417,73.0,12,7,57,459,2609,33,30,29,53,17,32.1,33,18,16,9,8,3,11,22,0,11,42.3,3,0,13,14,7,0,91,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,70.13,65.84014166103134,35.06
101,304,Burnley,Connor Roberts,118889.0,39,2783,30,9,1,2,1,0,6,4,66.7,21.7,0,1105,71.8,20,7,110,842,3856,32,13,7,14,6,42.9,38,22,21,12,5,11,29,93,3,22,42.3,7,1,12,45,4,0,139,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,61.87,64.94614568961597,30.94
102,296,Burnley,Nathan Redmond,85806.0,276,19089,206,70,28,26,28,0,331,147,32.6,19.8,6,3406,71.9,196,45,505,3898,27840,532,266,230,481,289,60.1,180,127,70,77,33,8,85,84,3,70,27.9,14,1,206,156,46,0,701,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,47.12,52.44936788507065,23.56
103,126,Burnley,Lyle Foster,128849.0,24,1899,22,2,5,3,5,0,34,16,47.1,14.6,0,312,67.7,19,0,37,380,2464,55,69,33,39,19,48.7,19,10,5,6,8,3,3,34,0,50,32.1,0,1,24,11,14,0,51,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,66.23,65.52714171583345,33.12
104,292,Burnley,Aaron Ramsey,104907.0,168,15120,168,0,0,1,0,0,0,0,0.0,0.0,0,3362,62.2,4,1,11,3423,19534,0,4,0,4,4,100.0,8,6,8,0,0,0,4,104,20,34,79.1,4,0,1,21,0,0,129,245,523,70.3,40,23.8,GK,0,0,0,0,1,0,0,0,0,34.59,30.039778403805176,17.3
105,288,Burnley,Lucas Pires,27839.0,26,747,6,20,4,0,4,0,18,7,38.9,13.8,0,102,69.4,8,0,7,110,414,2,15,7,8,5,62.5,6,8,3,2,1,1,4,2,0,3,17.6,0,0,8,5,3,0,22,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,69.46,65.82503693642695,34.73
106,79,Burnley,Josh Cullen,85245.0,28,2066,23,5,2,3,2,0,16,5,31.3,22.8,0,1176,85.4,26,3,123,849,3362,22,17,10,13,3,23.1,42,29,15,22,5,20,17,26,1,19,44.2,9,0,24,49,0,0,142,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,63.06,65.0652117201544,31.53
107,334,Burnley,Jonjo Shelvey,264906.0,278,19692,216,62,23,27,21,2,188,141,28.7,26.5,35,4396,72.2,169,25,634,3702,17818,98,96,47,107,81,75.7,162,87,75,80,7,36,121,158,3,92,57.1,50,6,235,38,1,0,799,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,39.74,45.970305568119564,19.87
108,243,Burnley,Hannibal Mejbri,283028.0,8,210,2,6,1,0,1,0,2,2,100.0,25.8,0,51,82.3,2,0,7,58,308,2,8,5,10,4,40.0,5,4,2,3,0,1,0,0,0,2,28.6,3,0,8,7,2,0,11,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,60.74,64.7435348080543,30.37
109,321,Burnley,Josh Laurent,30255.0,26,1572,18,8,2,1,2,0,24,2,8.3,17.1,0,292,71.2,11,0,12,312,1723,21,52,25,32,16,50.0,26,14,15,7,4,2,11,18,2,40,45.5,1,0,9,23,4,0,70,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,71.61,65.95572769977457,35.8
110,201,Burnley,Luca Koleosho,101233.0,15,974,13,2,1,1,1,0,23,5,21.7,18.5,0,192,70.1,11,2,19,299,2603,53,22,14,78,33,42.3,7,4,2,5,0,0,2,0,0,2,6.9,0,0,18,13,8,0,46,0,0,0.0,0,0.0,MF,0,0,0,0,0,0,0,0,0,68.22,65.75827685466726,34.11
111,366,Burnley,Mike Trésor,38620.0,16,420,3,13,0,0,0,0,5,0,0.0,19.7,1,120,66.7,7,0,10,136,777,15,9,6,22,11,50.0,10,6,9,1,0,0,1,1,0,1,10.0,0,0,0,3,2,0,28,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,71.88,65.95860259592449,35.94
112,29,Burnley,Ashley Barnes,111726.0,200,12233,135,65,42,6,35,7,258,118,37.6,15.7,0,1073,58.4,70,7,130,1555,5916,63,279,145,62,35,56.5,82,62,12,49,21,18,22,69,0,367,35.3,42,3,334,312,108,1,276,0,0,0.0,0,0.0,FW,0,0,0,0,0,0,0,0,0,46.93,52.39280254834849,23.46
113,41,Burnley,Jordan Beyer,24093.0,15,1234,15,0,0,1,0,0,5,0,0.0,8.2,0,766,89.0,3,0,25,624,3314,9,5,1,7,4,57.1,35,20,22,12,1,15,16,68,1,28,51.9,6,0,11,6,0,0,57,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,74.33,66.08701148145929,37.16
114,317,Chelsea,Robert Sánchez,313022.0,124,11152,124,0,0,0,0,0,0,0,0.0,0.0,0,3626,74.3,4,0,4,3228,15966,0,5,0,0,0,0.0,4,1,4,0,0,0,6,57,18,42,95.5,14,1,6,10,0,0,179,151,331,71.9,34,27.4,GK,0,0,0,0,0,0,0,0,0,46.55,51.685138139749185,23.28
115,77,Chelsea,Marc Cucurella,1071259.0,101,8256,95,6,3,6,3,0,44,10,22.7,18.5,0,4989,83.9,83,28,378,3408,14972,187,83,31,89,39,43.8,252,154,139,77,36,43,84,213,4,95,48.5,28,1,89,108,7,1,545,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,1,0,0,29.4,20.394510062570948,14.7
116,2,Chelsea,Tosin Adarabioyo,583719.0,89,7388,82,7,4,0,4,0,54,16,29.6,14.6,1,4347,85.4,14,0,252,3433,16613,32,21,13,30,23,76.7,100,52,77,20,3,51,96,446,3,216,67.5,9,0,47,18,6,1,320,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,49.77,59.57283184631661,24.88
117,24,Chelsea,Benoît Badiashile,197730.0,33,2492,27,6,1,1,1,0,12,3,25.0,10.6,0,2034,90.2,9,0,118,1535,6759,17,9,7,5,1,20.0,41,27,25,16,0,18,40,106,4,69,65.1,5,0,32,14,1,1,173,0,0,0.0,0,0.0,DF,0,0,0,0,0,0,0,0,0,56.22,63.980201685668376,28.11
